SKILL_20150317_000001	攻击
SKILL_20150428_004114	技能持续时间 of [Spiritual Chain] 增加 by 1 秒 每特性等级.
SKILL_20150428_004115	尖竹钉陷阱: Dropping 伤害
SKILL_20150428_004116	Air type monsters that fall on ground with [Snatching] receives 20% more 伤害 每特性等级 when 攻击ed with 斩击, Hit type 攻击.
SKILL_20150428_004117	冰 攻击 增加 by 3 每特性等级 when using [Rod].
SKILL_20150428_004118	There is 1% chance 每特性等级 for 敌人 pushed away with [Rush] to fall under [Stun].
SKILL_20150714_004119	Lv.1 攻击 Ratio #{SkillFactor}#, 距离范围n #{SkillSR}#
SKILL_20150714_004120	Staff 攻击
SKILL_20150714_004121	攻击 敌人 withing close range.
SKILL_20150714_004122	攻击 + #{SkillFactor}#, 距离范围 #{SkillSR}#{nl} Consume SP #{SpendSP}#
SKILL_20150714_004123	持续时间 #{CaptionTime}#秒{nl}距离范围 #{CaptionRatio}#
SKILL_20150714_004124	HP, SP 恢复 增加
SKILL_20150714_004125	All Status 增加
SKILL_20150714_004126	Cooltime 减少
SKILL_20150714_004127	EXP Rate 增加
SKILL_20150714_004128	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004129	Remove the target armor's effect.
SKILL_20150714_004130	减少 the target's defense.
SKILL_20150714_004131	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}距离范围 #{SkillSR}#
SKILL_20150714_004132	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Ingnore small, medium target defense #{CaptionRatio}#{nl}距离范围 #{SkillSR}#
SKILL_20150714_004133	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Casting Time 0.5 秒{nl}距离范围 #{SkillSR}#
SKILL_20150714_004134	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Shock]{/}{/} 持续时间 #{CaptionTime}# 秒 {nl}距离范围 #{SkillSR}#
SKILL_20150714_004135	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}2 攻击 on medium target{nl}3 攻击 on large target
SKILL_20150714_004136	Spear 攻击 #{SkillAtkAdd}#{nl}Shield 攻击 #{CaptionRatio}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}距离范围 #{SkillSR}#
SKILL_20150714_004137	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max 持续时间 5 秒{nl}Consume stamina
SKILL_20150714_004138	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Stun]{/}{/} 持续时间 7 秒
SKILL_20150714_004139	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Darkness]{/}{/} 持续时间 3 秒{nl}距离范围 #{SkillSR}#
SKILL_20150714_004140	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Defense #{CaptionRatio}# 减少{nl}{#339999}{ol}[Unblance]{/}{/} 持续时间 #{CaptionTime}# 秒
SKILL_20150714_004141	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max 持续时间 10 秒
SKILL_20150714_004142	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}距离范围 #{SkillSR}#{nl}Can use while riding
SKILL_20150714_004143	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max 持续时间 10 秒{nl}距离范围 #{SkillSR}#{nl}Can use while riding
SKILL_20150714_004144	攻击 #{SkillAtkAdd}#{nl}范围 攻击 #{SkillSR}#{nl}Can use while riding
SKILL_20150714_004145	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max 持续时间 10 秒{nl}Consume Stamina
SKILL_20150714_004146	攻击 #{SkillFactor}#% + #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}#{CaptionRatio}#Continouse hits
SKILL_20150714_004147	Block 增加{nl}Use SP 1% per 2 秒
SKILL_20150714_004148	Defense + #{CaptionRatio}# {nl}Use SP 1% per 2 秒
SKILL_20150714_004149	Defense - #{CaptionRatio}#% {nl}Use SP 1% per 2 秒
SKILL_20150714_004150	When 攻击 #{CaptionRatio}# continous hits{nl} Use SP 1% per 2 秒
SKILL_20150714_004151	Use SP 1% per 2 秒
SKILL_20150714_004152	Change to Testudo formation, 增加 defense 以及 defense of all troops 以及 move slowly.
SKILL_20150714_004153	攻击 - #{CaptionRatio}#% {nl}Defense + #{CaptionRatio}#%{nl}Additional defense #{CaptionRatio2}#%{nl} Use SP 1% per 2 secodns
SKILL_20150714_004154	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Casting Time 1 秒{nl}距离范围 #{SkillSR}#
SKILL_20150714_004155	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%
SKILL_20150714_004156	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}攻击 Count #{SkillSR}# times{nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004157	Attribute 攻击 #{CaptionTime}#%{nl}火wall #{CaptionRatio}#ea{nl}攻击 Cotun #{CaptionRatio2}#times{nl}持续时间 15 秒
SKILL_20150714_004158	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}0.5초 당 SP #{CaptionRatio}#%소비
SKILL_20150714_004159	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Freeze]{/}{/} 持续时间 3 秒
SKILL_20150714_004160	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Freeze]{/}{/} 持续时间 4 秒
SKILL_20150714_004161	冰wall #{CaptionRatio}#ea{nl}{#339999}{ol}[Freeze]{/}{/} 持续时间 3 秒{nl}冰wall 持续时间 15 秒
SKILL_20150714_004162	{#339999}{ol}[Freeze]{/}{/} 攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%
SKILL_20150714_004163	敌人 攻击ed {#339999}{ol}[Freeze]{/}{/}Chance 50%{nl}{#339999}{ol}[Freeze]{/}{/} 持续时间 #{CaptionRatio}#秒
SKILL_20150714_004164	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}距离范围 #{CaptionRatio}#{nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004165	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionTime}#%{nl}距离范围 #{CaptionRatio}#{nl}Use SP #{CaptionRatio2}#% per 1 秒
SKILL_20150714_004166	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}攻击 Count #{CaptionRatio}#times{nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004167	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Target #{CaptionRatio}#
SKILL_20150714_004168	持续时间 #{CaptionTime}#秒{nl}Target #{CaptionRatio}#
SKILL_20150714_004169	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 15 秒
SKILL_20150714_004170	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Casting Time #{CaptionTime}#秒{nl}距离范围 #{SkillSR}#
SKILL_20150714_004171	持续时间 #{CaptionTime}#秒{nl}Move speed 减少 10%{nl}{#DD5500}{ol}Eletric{/}{/}Attribute 攻击 Additional 伤害{nl}{#DD5500}{ol}Flame{/}{/}Attribute 

Target #{SkillAtkAdd}#
SKILL_20150714_004172	Summon Demon type boss{nl}Demon status #{CaptionRatio}#% 增加
SKILL_20150714_004173	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Familiar spirit #{CaptionRatio}# summon
SKILL_20150714_004174	[增加 SP 恢复 speed]{nl}[增加 距离范围]{nl}[STA 恢复]{nl}[增加 魔法防御]{nl}[增加 闇属性 攻击]
SKILL_20150714_004175	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Collect corpse of each type
SKILL_20150714_004176	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}距离范围 #{SkillSR}#{nl}Plant, Beast, Mutant monster corpse{nl}use #{CaptionRatio}#
SKILL_20150714_004177	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}持续时间 15 秒{nl}Use #{CaptionRatio}#Mutant corpse
SKILL_20150714_004178	Target 范围 #{CaptionRatio}#
SKILL_20150714_004179	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Shoot #{CaptionRatio}# times
SKILL_20150714_004180	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Skew]{/}{/} 持续时间 #{CaptionTime}#秒
SKILL_20150714_004181	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Bounced arrow 攻击 #{CaptionRatio}#%
SKILL_20150714_004182	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Chance of additional critical 50%
SKILL_20150714_004183	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Bomb 持续时间 5 秒
SKILL_20150714_004184	攻击 #{SkillAtkAdd}#{nl}Attribute #{CaptionRatio2}#%{nl}攻击 5 times
SKILL_20150714_004185	Attribute 攻击 #{CaptionRatio}#%{nl}Throw#{CaptionRatio2}#{nl}Caldrop 持续时间 20 秒{nl}{#339999}{ol}[Slow]{/}{/} 持续时间 10 秒
SKILL_20150714_004186	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Stun]{/}{/} 持续时间 #{CaptionTime}#秒{nl}Use 1 stone bullet
SKILL_20150714_004187	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max. Loading time #{CaptionTime}# 秒
SKILL_20150714_004188	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 15 秒{nl}Use 3 Ash wood
SKILL_20150714_004189	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}距离范围 #{CaptionRatio}#{nl}Use 1 Claymore
SKILL_20150714_004190	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Casting Time 3 秒{nl}Use 1 Pine Tree
SKILL_20150714_004191	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Bomb explosion #{CaptionRatio}# times
SKILL_20150714_004192	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionTime}#%{nl}No. of Arrows #{CaptionRatio}#{nl}Install range #{CaptionRatio2}#{nl}Use 2 Wires
SKILL_20150714_004193	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Install #{CaptionRatio}#
SKILL_20150714_004194	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}{#339999}{ol}[Poison]{/}{/} 持续时间 #{CaptionRatio2}#秒{nl}Use #{SpendPoison}# 毒 Pot 

Poison
SKILL_20150714_004195	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 10 秒{nl}Use #{SpendPoison}# 毒 Pot Poison
SKILL_20150714_004196	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Target hit {#339999}{ol}[Fear]{/}{/}+{#339999}{ol}[Chaos]{/}{/}{nl}to max. target #

{CaptionRatio}# {#339999}{ol}[Fear]{/}{/}{nl}持续时间 #{CaptionTime}#
SKILL_20150714_004197	Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 30 秒
SKILL_20150714_004198	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}增加s #{CaptionRatio}# {nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004199	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Strike 2 次{nl}Critical rate #{CaptionRatio}#%
SKILL_20150714_004200	攻击 #{SkillAtkAdd}#{nl}특성 공격력 #{CaptionRatio2}#%{nl}Bleed 持续时间 #{CaptionTime}#秒{nl}Use 1 Broadhead Arrow
SKILL_20150714_004201	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}物理防御 - #{CaptionRatio}#% {nl}Remove 反射盾{nl}Use 1 Bodkin Arrow
SKILL_20150714_004202	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Cloth armor 3 hit{nl}Leather armor 2 hit{nl}Plate armor 1 hit{nl}Ghost armor N/A{nl}Use 1 

Barbed Arrow
SKILL_20150714_004203	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Explosion 攻击 #{CaptionRatio}#%{nl}Use 1 Hailmary Arrow
SKILL_20150714_004204	Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 10 秒{nl}攻击 #{CaptionRatio2}#times{nl}Use 1 魔法 arrow
SKILL_20150714_004205	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}持续时间 10 秒{nl}Use1 Divine Arrow
SKILL_20150714_004206	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Can use while riding
SKILL_20150714_004207	Fly circling around target area. 范围 defense of 敌人 within target area 减少.
SKILL_20150714_004208	范围 defense rate -#{CaptionRatio}# {nl}持续时间 10 秒
SKILL_20150714_004209	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionTime}#%{nl}HP 恢复 #{CaptionRatio}# ~ #{CaptionRatio2}#{nl}魔法阵 持续时间 40 秒
SKILL_20150714_004210	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}攻击 #{CaptionRatio}#times{nl}魔法阵 持续时间 #{CaptionTime}#秒
SKILL_20150714_004211	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}攻击 #{CaptionRatio}#times{nl}魔法阵 持续时间 30 秒
SKILL_20150714_004212	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Defense #{CaptionRatio}# 增加{nl}Target 10{nl}持续时间 #{CaptionTime}#秒{nl}Use 1 圣 水属性
SKILL_20150714_004213	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}持续时间 #{CaptionTime}#秒
SKILL_20150714_004214	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionTime}#%{nl}攻击 bonus on 3rd 攻击 #{CaptionRatio}#times ~ #{CaptionRatio2}#times
SKILL_20150714_004215	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Summoned zombie required
SKILL_20150714_004216	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Summoned zombie required{nl}Max. explosion #{SkillSR}#
SKILL_20150714_004217	Attribute 攻击 #{CaptionRatio2}#%{nl}Additional 伤害 +#{CaptionRatio}#
SKILL_20150714_004218	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Defend #{CaptionRatio}#times{nl}持续时间 #{CaptionTime}#秒{nl}Use 3 Oak wood
SKILL_20150714_004219	Attribute 攻击 #{CaptionTime}#%{nl}Ghost Moving 范围 #{CaptionRatio}#
SKILL_20150714_004220	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Max. 持续时间 5 秒
SKILL_20150714_004221	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio}#%{nl}Use 2 STA
SKILL_20150714_004222	攻击 per 1 hit #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}Use #{CaptionRatio}# per 0.5 秒
SKILL_20150714_004223	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionTime}#%{nl}持续时间 #{CaptionRatio}#秒{nl}Use #{CaptionRatio2}# silver
SKILL_20150714_004224	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}攻击 #{CaptionRatio}#Target{nl}治疗 all party members{nl}治疗 #{CaptionRatio}# allies{nl}

Use 500 silver
SKILL_20150714_004225	攻击 #{SkillAtkAdd}#{nl}Attribute 攻击 #{CaptionRatio2}#%{nl}持续时间 #{CaptionRatio}#秒
SKILL_20150714_004226	Additional 伤害 according to the number 攻击
SKILL_20150714_004227	伤害 Effect
SKILL_20150714_004228	Receive 伤害 after an effect
SKILL_20150714_004229	Spread the new buff received to allies
SKILL_20150714_004230	Right hand is enlarged. Effect applies according to the sub weapon types
SKILL_20150714_004231	Max. HP is reduced, but the target will fall into [Stun] status
SKILL_20150714_004232	Gohan
SKILL_20150714_004233	Number of buff you can receive will 增加.
SKILL_20150714_004234	Remove the disable 魔法 以及 bad buff
SKILL_20150714_004235	距离范围 增加.
SKILL_20150714_004236	Skull Swing: Can't jump
SKILL_20150714_004237	Can't jump
SKILL_20150714_004238	Ani Change
SKILL_20150714_004239	Ani Change when 伤害d
SKILL_20150714_004240	Buff 持续时间 of allies will stop.
SKILL_20150714_004241	Ani Change when free time
SKILL_20150714_004242	Reflect the close 敌人.
SKILL_20150714_004243	Number of buff you can receive
SKILL_20150714_004244	The 持续时间 of benefical buff will stop.
SKILL_20150714_004245	减少 Cooltime 20 %
SKILL_20150714_004246	Dash Run
SKILL_20150714_004247	Skill Cooltime 20% 增加
SKILL_20150714_004248	Item Awakening : Dugeon Event
SKILL_20150714_004249	增加 物理 以及 魔法 攻击
SKILL_20150714_004250	A status effect can activate Will of Guard
SKILL_20150714_004251	A status effect can activate Rage of Earth
SKILL_20150714_004252	Shovel status effect
SKILL_20150714_004253	Status effect can activate Legacy of Legwyn Family
SKILL_20150714_004254	Block 增加
SKILL_20150714_004255	Block 增加
SKILL_20150714_004256	Critical 攻击 增加
SKILL_20150714_004257	魔法 Amplification 增加
SKILL_20150714_004258	魔法 Amplification 增加
SKILL_20150714_004259	Armorr Penetration
SKILL_20150714_004260	减少 物理防御
SKILL_20150714_004261	You can change weapons
SKILL_20150714_004262	You can equip [One handed sword] type weapon.
SKILL_20150714_004263	You can equip [Dual handed sword] type weapon.
SKILL_20150714_004264	You can equip [One handed spear] type weapon.
SKILL_20150714_004265	You can equip [Dual handed spear] type weapon.
SKILL_20150714_004266	You can equip [Bow] type weapon.
SKILL_20150714_004267	You can equip [Crossbow] type weapon.
SKILL_20150714_004268	You can equip [Rod] type weapon.
SKILL_20150714_004269	You can equip [Staff] type weapon.
SKILL_20150714_004270	You can equip [Mace] type weapon.
SKILL_20150714_004271	You can equip [W以及] type weapon.
SKILL_20150714_004272	You can equip [handgun] type weapon.
SKILL_20150714_004273	布甲专精 : 魔法
SKILL_20150714_004274	Max SP 以及 魔法 物理防御 增加 based on amount of [Cloth] armor equipped 以及 特性等级 (3 ~).
SKILL_20150714_004275	皮甲专精 : 灵巧
SKILL_20150714_004276	Evasion 增加 based on amount of [Leather] armor equipped 以及 特性等级. (3 ~)
SKILL_20150714_004277	铠甲专精 : 防御
SKILL_20150714_004278	最大生命 以及 物理防御 增加 based on amount of [Plate] armor equipped 以及 特性等级. (3 ~)
SKILL_20150714_004279	Dagger Mastery
SKILL_20150714_004280	Incurs additional 20 伤害 每特性等级 whenever 攻击 from an 敌人's back with dagger.
SKILL_20150714_004281	Get on Companion
SKILL_20150714_004282	You can get on a Companion.
SKILL_20150714_004283	The amount of [狂击] 伤害 incurred on an 敌人 增加 by 1% 每特性等级.
SKILL_20150714_004284	[刺击]的伤害每特性等级增加1%.
SKILL_20150714_004285	The amount of [剑柄敲打] 伤害 incurred on an 敌人 增加 by 1% 每特性等级.
SKILL_20150714_004286	The amount of [Double 斩击] 伤害 incurred on an 敌人 增加 by 1% 每特性等级.
SKILL_20150714_004287	Splash adds onto skill [狂击] by 1 每特性等级.
SKILL_20150714_004288	使用[刺击]时，每特性等级增加1%连击发动机率.
SKILL_20150714_004289	Double 斩击: Critical Rate 增加
SKILL_20150714_004290	Critical Rate of skill [Double 斩击] 增加 by 5%
SKILL_20150714_004291	抑制: Slow
SKILL_20150714_004292	The 敌人 in stun status due to [抑制] effects will be in Slow after Stun gets removed. Slow will be 增加d by 3 secs 每特性等级.
SKILL_20150714_004293	持续时间 time of stun of skill [抑制] will be 增加d by 1 sec 每特性等级.
SKILL_20150714_004294	[Rim Blow] 每特性等级增加1%伤害.
SKILL_20150714_004295	[Umbo Blow]每特性等级增加 1%伤害.
SKILL_20150714_004296	[Shield Lob]每特性等级增加 1%伤害.
SKILL_20150714_004297	Butterfly]每特性等级增加 1%伤害.
SKILL_20150714_004298	When the skill [Swash Buckling] is being activated, a character's 最大生命 will 增加 by 5% 每特性等级.
SKILL_20150714_004299	The 敌人 that is 攻击ed by [Umbo Blow] will fall into Stun with 5% probability 每特性等级.
SKILL_20150714_004300	Splash will be added onto [Shield Lob] by 1 每特性等级.
SKILL_20150714_004301	Block will 增加 by 5% 每特性等级 when [Shield Equipped]
SKILL_20150714_004302	After equipped with a shield, you can use [Guard] using C button.
SKILL_20150714_004303	The 敌人 that is 攻击ed by [Umbo Blow] will fall down, 以及 the power that makes the 敌人 fall down will 增加 by 40 每特性等级.
SKILL_20150714_004304	When using the skill [High Guard], the defence will 增加 by 1 每特性等级.
SKILL_20150714_004305	High Guard: Specialized in Rim Blow
SKILL_20150714_004306	When using the skill [High Guard], the 伤害 of [Rim Blow] will be 增加d to 250%. From level 2, 伤害 will 增加 by 20% 每特性等级.
SKILL_20150714_004307	High Guard: Specialized in Umbo Blow
SKILL_20150714_004308	When using the skill [High Guard], the 伤害 of [Umbo Blow] will be 增加d to 250%. From level 2, 伤害 will 增加 by 20% 每特性等级.
SKILL_20150714_004309	Guardian: Evasion
SKILL_20150714_004310	While [Guardian] is activated, a character's eveasion will 增加 by 6% 每特性等级.
SKILL_20150714_004311	[蓄力一击] 每特性等级增加 1%伤害.
SKILL_20150714_004312	[王冠] 每特性等级增加 1%伤害.
SKILL_20150714_004313	[车轮斩] 每特性等级增加 1%伤害.
SKILL_20150714_004314	[连续斩] 每特性等级增加 1%伤害.
SKILL_20150714_004315	Skull Swing: 强化ment
SKILL_20150714_004316	[Skull Swing] 每特性等级增加 1%伤害.
SKILL_20150714_004317	The pushing power of the skill [蓄力一击] will 增加 by 50 每特性等级.
SKILL_20150714_004318	The amount that will reduce an 敌人's INT 以及 SPR with the skill [王冠] will 增加 by 2% 每特性等级.
SKILL_20150714_004319	When equipped with [Dual Wield Swords], Critical 物理攻击 rate will 增加 by 10% 每特性等级.
SKILL_20150714_004320	Critical 物理攻击 rate of the skill [连续斩] will 增加 by 10% 每特性等级.
SKILL_20150714_004321	The 持续时间 of time that will stiffen the 敌人 that is blocked by [Crossguard] will be 增加d. 每特性等级增加1秒.
SKILL_20150714_004322	The 敌人 pushed by [蓄力一击] will be 伤害d additionally by 50% per 物理 物理攻击.
SKILL_20150714_004323	The 敌人 that was 攻击ed by [Skull Swing] will not be able to jump. The 持续时间 will 增加 by 3 sec 每特性等级.
SKILL_20150714_004324	[长矛刺击] 每特性等级增加 1%伤害.
SKILL_20150714_004325	[双手攻击] 每特性等级增加 1%伤害.
SKILL_20150714_004326	[刺穿] 每特性等级增加 1%伤害.
SKILL_20150714_004327	[长矛冲击] 每特性等级增加 1%伤害.
SKILL_20150714_004328	[Thrower] 每特性等级增加 1%伤害.
SKILL_20150714_004329	While you are 攻击ing an 敌人 with [长矛刺击], Evasion will 增加 by 5% 每特性等级.
SKILL_20150714_004330	The 敌人 that is 攻击ed by [刺穿] will be in [Bleeding] for 5 secs with 2% probability.
SKILL_20150714_004331	The 伤害 that will be dealt by [双手攻击] will 减少 by 10% 每特性等级 以及 the amount of 伤害 that will be incurred will 增加 by 20%.
SKILL_20150714_004332	长矛冲击: Reduce the 冷却时间
SKILL_20150714_004333	冷却时间 of [长矛冲击] will be 减少d.
SKILL_20150714_004334	Thrower: Bound
SKILL_20150714_004335	The 敌人 that was 攻击ed by [Thrower] will be in Bound status for 7 secs. The rate 增加 by 15% 每特性等级.
SKILL_20150714_004336	[Embowel] 每特性等级增加 1%伤害.
SKILL_20150714_004337	[Stormping Kick] 每特性等级增加 1%伤害.
SKILL_20150714_004338	The number of 敌人 that will lose defence rate with the skill [Warcry] will 增加 by 1 每特性等级.
SKILL_20150714_004339	持续时间 of the skill, [Warcry] will 增加 by 2 secs 每特性等级.
SKILL_20150714_004340	Critical rate of the skill, [Savagery] will 增加 by 5% 每特性等级.
SKILL_20150714_004341	Frenzy: Maintain the overlap
SKILL_20150714_004342	Overlap of [Frenzy] will maintain while 攻击ing the other 敌人, but Max overlap will be reduced by half.
SKILL_20150714_004343	Aggressor: The last 攻击
SKILL_20150714_004344	While [Aggressor] is being activated, a character's Critical Rate will be added in proportion to the amount of 物理 物理攻击 rate. The additional 

amount will 增加 by 35% 每特性等级.
SKILL_20150714_004345	Pouncing: 强化ment
SKILL_20150714_004346	[Pouncing] 每特性等级增加 1%伤害.
SKILL_20150714_004347	[Shield Charge] 每特性等级增加 1%伤害.
SKILL_20150714_004348	[横砍] 每特性等级增加 1%伤害.
SKILL_20150714_004349	[盾牌猛击] 每特性等级增加 1%伤害.
SKILL_20150714_004350	[盾牌推撞] 每特性等级增加 1%伤害.
SKILL_20150714_004351	When 攻击ing an 敌人 that is in [Freezing], [Petrification] status, 20% additional 伤害 will be dealt 每特性等级.
SKILL_20150714_004352	The skill [横砍] will inflict the target with [Slow] for 10 secs 以及 the 持续时间 of [Slow] will 增加 by 3secs/2secs/1sec based on 特性等级 to 

small/medium/big sized monsters.
SKILL_20150714_004353	Shooting Star: 强化ment
SKILL_20150714_004354	[Shooting Star] 每特性等级增加 1%伤害.
SKILL_20150714_004355	Evade 以及 move: 强化ment
SKILL_20150714_004356	[Evade 以及 Move] 每特性等级增加 1%伤害.
SKILL_20150714_004357	盾牌推撞: 持续时间
SKILL_20150714_004358	持续时间 of the unbalanced status with [盾牌推撞] will 增加 by 1sec 每特性等级.
SKILL_20150714_004359	[Impaler] 每特性等级增加 1%伤害.
SKILL_20150714_004360	[Earth Wave] 每特性等级增加 1%伤害.
SKILL_20150714_004361	[Steed Charge] 每特性等级增加 1%伤害.
SKILL_20150714_004362	[Doom Spike] 每特性等级增加 1%伤害.
SKILL_20150714_004363	[Rush] 每特性等级增加 1%伤害.
SKILL_20150714_004364	Earth Wave: Earth 属性
SKILL_20150714_004365	物理 攻击 增加 effect of [Warcry] is 强化d to Barbarian Circle 3. (This Attribute will be applied after the 敌人'sdefense force has been reduced.)
SKILL_20150714_004366	Steed Charge: Critical 攻击
SKILL_20150714_004367	[Steed Charge] will be applied as Critical to the 敌人 in Slow status.
SKILL_20150714_004368	The number of the skill [Weapon TouchUp] will 增加 by 1 每特性等级.
