ITEM_20150317_000001	空_头盔 
ITEM_20150717_005651	핸드건
ITEM_20150717_005652	 - 모든 슈바르츠라이터 스킬 레벨 +1 증가
ITEM_20150717_005653	왕국의 화기 개발 역사에서 기준점을 제시한 무기입니다. 여러 상황에서도 화기가 가지는 장점을 잃지 않도록 설계되었습니다.
ITEM_20150717_005654	한 세기 전까지만 해도, 이 장비는 왕국 남부에서만 주로 사용되었습니다. 지금도 그러한 경향은 비슷하지만, 전보다는 널리 사용됩니다.
ITEM_20150717_005655	이 장비의 형태와 양식은 왕국에서 기원한 것이 아닙니다. 왕국 영역 바깥의 외부의 문화가 유입된 흔적이 역력합니다.
ITEM_20150717_005656	이 명칭은 대삼림지대에서 유래하였습니다. 대삼림지대에 존재하는 귀족들의 피난처에서 처음 고안되었으며 따라서 이름과 달리 비교적 화려한 외양을 지녔습니다.
ITEM_20150717_005657	명칭의 유래는 대삼림지대에서 처음 만들어져 붙었습니다. 귀족들의 피난처에서 고안되었기에 이름에 비해 외양이 화려합니다.
ITEM_20150717_005658	이 양식의 무구는 카듀멜 시대까지 그 기원이 올라갑니다. 당시에는 왕국군의 공식 무장이었으나 카듀멜 시대 이후로는 점차 사용자가 줄어듭니다. 그렇지만 지금도 애용하는 사람은 적지 않습니다.
ITEM_20150717_005659	이름을 보고 생각했던 기대를 낮춘다면 탁월성을 느낄 수도 있습니다. 
ITEM_20150717_005660	상인들의 말만큼 우월한 장비는 아닐지라도 그렇게 나쁜 장비도 아닙니다.
ITEM_20150717_005661	신수의 날 이후 부베족이 활개를 치자 그에 대비한 장비가 발달하기 시작했습니다. 앞으로도 부베들이 더 행패를 부린다면, 이 장비의 이름은 같아도 차후의 성능은 더 좋아질지 모릅니다.
ITEM_20150717_005662	몬스터 족속들의 이름을 딴 다른 장비들과 달리, 이 장비는 겔리 고원 지역에서는 오래전부터 만들어져왔습니다. 
ITEM_20150717_005663	역사상 잠시 마법사들과 성직자들이 불화했던 시기의 산물입니다. 메이번의 중재로 그러한 분란이 이후 역사에서 자취를 감췄지만, 그럼에도 그 제조법은 현재에서 다른 방식으로 유용하게 쓰입니다.
ITEM_20150717_005664	카듀멜 시대에 만들어진 원형에 비해 많이 달라진 장비입니다. 전반적으로 향상된 품질을 지녔습니다.
ITEM_20150717_005665	귀족들의 여흥을 위해 고안되었던 판금갑옷의 일종이 필요에 의해 실용적으로 변화된 것이 그 기원입니다. 신수의 날 이후 개량과 발전이 이루어지고 있습니다.
ITEM_20150717_005666	안정된 왕정 아래 대규모 전쟁의 역사가 적었던 왕국에서도 여러 이유로 판금갑옷은 발전했습니다. 주로 무예단련을 놓치 않았던 귀족들의 요구가 반영되는 일이 많았고, 그것이 발전하여 현재의 형태를 낳았습니다.
ITEM_20150717_005667	전쟁과 귀족들의 취향만이 무구의 역사를 발전시킨 것은 아닙니다. 페디미안의 장인들은 오랜 세월에 걸쳐 특유의 실험정신으로 여러 장비와 공예품을 만들어왔습니다. 또한 이것은 인간의 문명을 발전시키시려는 여신들의 후원이 작용한 결과이기도 합니다.
ITEM_20150717_005668	일설에 따르면 아가일라 플러리의 제자였던 제인이 이 장비를 고안했다고 합니다. 마법을 익히지 못하는 자신의 한계를 이런 식으로 해소했다는 것인데 명확한 기록은 없습니다.
ITEM_20150717_005669	신수의 날 이후 모험과 사냥에서만 쓰이던 장비들이 각광을 받고 있습니다. 세상에 흉폭한 몬스터가 늘어나자 특이한 일이었던 모험적 사냥이 일상이 되어가고 있다고 볼 수 있습니다.   
ITEM_20150717_005670	궁정 수비병 등의 의장용으로도 쓰일 정도로 외양이 우수하며 방어력도 이름에 뒤쳐지지 않습니다.
ITEM_20150717_005671	예전부터 많은 마법사들이 돈을 모으면 이 장비를 만들거나 사서 착용했습니다. 장비의 성능외에 미적인 기호도 상당히 만족시키기 때문입니다.
ITEM_20150717_005672	겉보기보다는 은밀성이 높은 장비입니다. 야간에 빛반사도 적은 편이라 척후병들이 자주 사용해온 장비입니다.
ITEM_20150717_005673	왕국 초기부터 정규보병의 기본 무장으로 채택된 양식이 지금에 이르기까지 유지되고 이어져왔습니다. 한때는 3중 성벽에 왕국 병사들이 이것을 입고 늘어선 모습이 화제가 되던 시절도 있었습니다.
ITEM_20150717_005674	실제로 대마법사들의 장비라기 보다는 한단계 성숙한 마법사들이 다음 단계로 진일보하기 위한 열망을 담은 장비라고 할 수 있습니다.
ITEM_20150717_005675	기존의 스커미셔 장비가 신수의 날 이후  몬스터가 창궐함에 따라 향상된 성능으로 제작되고 있습니다.
ITEM_20150717_005676	수도 내궁의 보병들의 공식 무구로 채택되기도 했던 장비입니다. 그 후 세월이 지나면서 왕실이 이를 채택하지 않았던 시기에도 곳곳에서 꾸준히 애용되었습니다.
ITEM_20150717_005677	전승에 따르면 이 장비 제조법은 그 연원이 여신들의 도서관에서 유출된 것이라는 말이 있습니다. 
ITEM_20150717_005678	왕국의 변방지역에서 주로 착용하던 양식의 장비입니다. 오르샤 이남의 지역에서 사용되기 시작한 것은 백 년 안쪽이라 여겨집니다.
ITEM_20150717_005679	예전에는 기사의 작위를 처음 얻는 모든 사람에게 이 장비 일습을 기념으로 지급하였습니다. 
ITEM_20150717_005680	왕국 외부의 부족사회 등에서 유입된 양식이 도입된 후 세월이 흐르면서 발전된 양식을 보여주는 장비입니다.
ITEM_20150717_005681	Its name is said to be taken from a famous monster in the past can't be confirmed unless using the Goddess Library. 
ITEM_20150717_005682	겔리 고원 지역에서 고안된 장비입니다. 역사가 오래되어 초대 팔라딘 마스터시대에 만들어졌다고 하지만 실은 후대의 어느 시점에서 처음 제작된 것이 틀림없습니다.
ITEM_20150717_005683	Heavier and weaker than expected but its enchantment with power of mummies that are different from the undead helps the wearer.
ITEM_20150717_005684	베요 부츠
ITEM_20150717_005685	이 신발의 이름이 뜻하는 것처럼 바람을 탄 듯이 빠른 걸음을 가능하게 합니다.
ITEM_20150717_005686	처음 이 신발을 선물 받은 사람이 아가일라 플러리의 불운한 제자였던 제인이라는 설이 내려옵니다. 덕분인지 제인이 마족에게 잡혀 죽은 것은 아니라고 합니다.
ITEM_20150717_005687	역사상 가장 유명한 재상인 에미넌트가 고안한 장비라는 설이 전해집니다. 또한 이유는 알 수 없지만 리디아 샤펜과 그녀의 뒤를 이은 별의 탑의 후인들은 이 장비를 절대로 사용하지 않습니다.
ITEM_20150717_005688	몬스터로부터 착상된 장비의 장점은 해당 몬스터의 능력을 빌릴 수 있다는 점입니다.
ITEM_20150717_005689	네펜더스는 사실 활발한 몬스터가 아닙니다. 그렇다면 이 장비의 특성은 그 기원에 대한 반작용일지 모릅니다.
ITEM_20150717_005690	쉬나임은 본래는 자카리엘 대왕의 원대한 계획과 안배가 깃든 창조물입니다. 이제 이렇게라도 사람들에게 도움이 된다면 좋은 일입니다.
ITEM_20150717_005691	Rumor has it that Mayvern made this for any of his disciple. But in reality none of his disciples was relate to it. 
ITEM_20150717_005692	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 이 이름을 지닌 장비들은 그 염원을 그만큼 절절히 담고 있습니다. 
ITEM_20150717_005693	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 그러한 시도가 충분히 성공하진 않았어도 이 이름을 떼어버릴 정도로 결과가 나쁘지도 않습니다.
ITEM_20150717_005694	여신의 신성을 담아 장비의 향상을 꾀하는 시도는 오래전부터 계속되어왔습니다. 그 중 가장 선호되는 여신은 제미나이며 이 장비 역시 그렇습니다.
ITEM_20150717_005695	여신의 신성을 담아 그 가호를 원하는 옷이라고 사제만 입는 것은 아닙니다. 여신의 권능은 세상의 모든 사람들에게 동일하게 베풀어집니다.
ITEM_20150717_005696	같은 명칭을 공유하는 장비들이 차이를 보이는 것은 여신의 권능이 소재에 따라 변경되기 때문이 아닙니다. 그저 제조자의 능력과 개성이 반영되는 것입니다.
ITEM_20150717_005697	여러 여신들의 신성력을 장비에 담았다고 반드시 대단한 효과를 지니지는 않습니다. 트레시란 이름이 붙은 장비들은 세 명의 여신들의 가호를 바라며 제작되었지만, 이름에 비해서는 부족하다는 느낌을 줍니다.
ITEM_20150717_005698	세 여신들의 권능을 한 장비에 담을 방법을 연구하는 가운데 나온 제조법의 하나입니다. 이 방식은 아직 미완의 제조법인데 최근 여신들께서 사라지신 탓에 더욱 그 끝을 보기 어려워졌습니다.
ITEM_20150717_005699	이 장비의 최초 고안자들은 심지어 어떤 세 여신의 가호를 받으려 했는지조차 비밀로 하고 있습니다. 그러한 비밀준수에 비하면 나온 결과물은 조금 미약하긴 합니다.
ITEM_20150717_005700	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 
ITEM_20150717_005701	제 6대 국왕 멜키엘의 등극에서 붕어에 이르는 치세를 기념하기 위하여 여러 무구들이 제조되었습니다. 당시에는 개성넘치는 변화가 반영되었지만, 세월이 지나면서 당시의 양식은 옅어진 채 이름만 유지됩니다.
ITEM_20150717_005702	제 6대 국왕 멜키엘은 초대 국왕 자카리엘 당시에 확립된 왕국의 영역을 처음으로 확장한 국왕입니다. 그는 화전 양면의 정책으로 주변의 부족 사회들을 상당수 왕국의 영역에 포함시키는데 성공합니다. 이 같은 업적을 기려 그의 치세를 기념하는 장비들이 만들어졌습니다.
ITEM_20150717_005703	여신을 전적으로 따르고 의지하는 사회에서도 괴짜들은 나오기 마련입니다. 다행히 자비하신 여신들은 물론이거니와 고위 사제들도 이 장비의 명칭을 그저 익살로 여깁니다. 
ITEM_20150717_005704	명칭을 괴이하게 지은 것치고는 성능이 괜찮은 편입니다. 여신들께서 내리시는 은혜는 치우침이 없다는 증거라고 농반진반으로 말하는 사제도 있습니다.
ITEM_20150717_005705	특이한 이름에도 불구하고 사용자가 적지 않은 것은 외양과 성능이 쓸만하기 때문입니다. 여신들과 그 수종인 사제들은 인간의 감정적인 언어에 일희일비 하지 않습니다.
ITEM_20150717_005706	아스턴은 약 600년 전에 10여년 정도 유행한 사조에서 유래한 이름입니다. 아스턴 사조는 중앙의 왕실에 대해 지방 귀족들의 자율권을 확립하려던 당시의 사상적 흐름을 일컫습니다. 
ITEM_20150717_005707	루클리스 내전이 종결된 후 카듀멜 국왕의 폭정에 지친 지방의 귀족들은 반란으로 몰리지 않는 범위에서 각 지역의 자율권을 위해 노력하는 경향을 보입니다. 이러한 경향의 결과로 몇몇 지역에서 특산물과 특산품이 늘어나면서 이 시대에 선보인 물품과 제조법에 아스턴 사조의 영향을 받았다는 뜻이 담기게 됩니다. 
ITEM_20150717_005708	카듀멜 국왕이 죽으면서 뒤를 이은 후대 국왕들에 의해 왕실이 안정을 찾으면서 아스턴 사조는 쇠퇴했지만 당시의 명칭이 붙은 몇몇 물품과 제조법들은 아직도 그 이름과 함께 전해집니다.
ITEM_20150717_005709	주로 귀족가문들의 비전 제조법으로 만들어진 장비를 말합니다. 사실에 있어서는 가문에 따라 많은 차이점이 있지만, 귀족들의 요구에 맞춰 제조되었다는 공통점을 지닌 장비들에는 이런 명칭이 주로 쓰입니다.
ITEM_20150717_005710	귀족들의 생활양식에 맞춰 발전된 장비의 특성을 지닙니다. 그런 면에서 다른 전투 장비들과 가장 차이를 보이는 부분은 일반적인 전투가 아닌 사냥같은 오락성 짙은 전투에도 적합하게 만들어졌다는 점입니다.
ITEM_20150717_005711	데비류의 장비를 설명함에 있어 한 가지 오해하기 쉬운 것은 귀족들의 요구에 맞춰 발전한 장비라고 귀족만이 착용한 것은 아니라는 점입니다. 대다수의 귀족들은 그들과 함께 참여하는 사람들이 이 장비들을 이용하는 일에 관대했습니다. 대규모 전투부터 오락을 위한 사냥까지 모두 말입니다.
ITEM_20150717_005712	프리마에 속하는 장비들은 왕국 기원 이전의 양식을 따르고 있다는 가설이 있습니다. 이 경우 문제가 되는 것은 천년도 넘는 이전의 제조법치고는 지금도 쓸만할 정도로 발전된 형식이라는 점입니다. 따라서 과거에 인간이 여신의 기술 일부를 흉내냈던 시기가 있지 않았나라는 추측도 존재합니다.
ITEM_20150717_005713	선입견과 달리 이들은 고대 묘역에서 발견된 양식을 재현한 것이 아닙니다. 오히려 도굴자들이 발전시킨 장비라는 설이 더 유력합니다.
ITEM_20150717_005714	가장 보편적인 양식의 신발입니다. 전투와 전혀 관련이 없는 민간인들도 착용하는 사람들이 제법 됩니다.
ITEM_20150717_005715	광부들의 오랜 지혜와 경험이 반영된 제조법으로 만들어진 장비입니다. 
ITEM_20150717_005716	역사에는 루시드 윈터스푼의 스승으로 간략하게 나오는 인물이며 스승을 일찍 뛰어넘은 제자 때문에 널리 알려지지 못했지만, 그녀가 고안한 장비는 아직도 그녀의 이름을 전하고 있습니다. 
ITEM_20150717_005717	겔리 지방에서 옛 서약을 지키오던 사람들은 다가올 침입에 대한 준비도 게을리 하지 않았습니다. 이 장비가 그 명백한 증거입니다.
ITEM_20150717_005718	루클리스가 제미나 여신의 은총을 얻어 제작했다는 전설이 있지만, 어떤 사람들은 제미나 여신이 루클리스에게 어떤 은총도 주시지 않았다는 주장을 굽히지 않습니다.
ITEM_20150717_005719	제미나 여신께서 정말 루클리스를 통해 이 장비에 은총을 주셨는가를 여신의 사제들에게 질문한 사람들이 있었습니다. 그 결과 그들은 여신의 은총은 만인에게 공평하다는 사실을 다시 확인했을 뿐입니다. 
ITEM_20150717_005720	한 때 상인들은 이 무구가 루클리스가 최후의 순간에 입었던 것과 같은 형태의 제품이라고 주장하며 팔기도 했습니다. 물론 카듀멜 국왕 사후의 이야기입니다.
ITEM_20150717_005721	스콰이어 마스터 유스니타 르귄은 수리뿐 아니라 제조에도 탁월한 능력을 보입니다. 그녀가 고안한 장비들이 유명해지자 그녀는 자신의 출신 가문의 이름을 붙임으로써 몰락한 가문을 기리고 있습니다.
ITEM_20150717_005722	이 장비는 스콰이머 마스터 유스티나 르귄이 깊은 정성을 들여 고안하고 유포시킨 제조법을 따라 만들어졌습니다. 몇몇 제품에는 그녀가 손수 서명을 남기기도 했습니다. 운이 좋다면 어떤 장비에서 먼저 간 부친과 오빠를 추모하는 내용을 볼 수도 있습니다. 
ITEM_20150717_005723	왕국의 건국자인 자카리엘 대왕에게는 많은 일화가 따릅니다. 그 중 어떤 것은 심지어 사후에 발생된 것도 있습니다. 그 중 어떤 것은 과장이지만, 이 장비가 대왕의 사후에 그 지역에서 처음으로 제작된 양식인 것은 틀림없습니다.
ITEM_20150717_005724	록소나 부근에서 벌어졌던 루클리스의 내전이 끝나고 도시가 석화로 인해 망했어도 당시에 창안된 제조법들은 빛을 잃지 않았습니다. 이러한 제조방식은 카듀멜 시대는 물론이거니와 그후의 오랜 세월을 이겨내고 전해집니다.
ITEM_20150717_005725	혹자는 이 장비들이 연원이 직접적으로 루클리스에게 닿는다고 말하지만, 사실이 아닙니다. 그러나 석화 이전의 록소나의 어떤 장인이 그 최초 창안자인 것은 분명합니다.
ITEM_20150717_005726	어떤 사람들은 록소나에 밀어닥친 재앙을 생각한다면, 이 장비들이 석화에 면역을 지닌 물건이었다면 좋았을 것이라고 말합니다. 비록 석화도시 록소나에는 안 된 일이지만, 다른 면에서 이 장비가 훌륭한다는 점은 분명합니다.
ITEM_20150717_005727	사람들은 잘 모르지만 이 장비가 이렇게 저가로 쉽게 구할 수 있는 것은 실은 라이마 여신의 오래된 예지와 계획에서 비롯된 일입니다. 
ITEM_20150717_005728	유코프스의 무엇이 이 목걸이에 능력을 부여하는지는 알려지지 않았습니다. 윈터스푼 가문에서는 아는 바가 있는 것 같지만 공개하지는 않고 있습니다.
ITEM_20150717_005729	The demon lord Mirtis said that before he used the Bubbes, Bubbes carried no equipment with magical power in them.
ITEM_20150717_005730	일종의 피뢰침 역할로 상대의 마력을 분산시키는 작용을 합니다.
ITEM_20150717_005731	전투에서는 작은 차이가 생사를 가릅니다. 이 목걸이가 품은 능력이 착용자를 구할 수도 있습니다.
ITEM_20150717_005732	왕국에서 오래전부터 사용된 전통적인 수호의 부적이며, 이같은 목걸이 형태가 많습니다. 심지어 왕국의 건국 이전부터 사용되어 왔다는 설에도 많은 동조자가 있습니다.  
ITEM_20150717_005733	예전에는 각 분야의 마법 마스터들이 일정 과정을 수료한 제자들에게 선물로 주곤 했답니다. 이 전통이 사라진 것은 아가일라 플러리 시대라고 하는데 왕국의 많은 마법 전통이 그녀에게서 시작한 것을 생각하면 모순적인 일입니다.
ITEM_20150717_005734	거의 천년의 역사를 지닌 클라페다는 수정의 산출지로 유명합니다. 완성품의 형태에서는 추측하기 어렵지만, 이 목걸이는 수정을 기반으로 제작된 클라페다의 특산품이 기원이라고 합니다.
ITEM_20150717_005735	마력을 담은 물품들 가운데 어떤 것은 여신의 권능이 아닌 순수한 마력을 담아 제조됩니다. 이 목걸이가 바로 그러한 물품의 대표적인 예에 속합니다.
ITEM_20150717_005736	룬문자는 인간들이 그 완벽한 실체를 알지 못하는 신비에 속합니다. 그렇다고 하더라도 그 신비의 일부를 능력으로 목걸이에 담는 일은 가능합니다.
ITEM_20150717_005737	여신의 은총이나 마력의 집중을 통해 특정한 금속이 더 강한 힘을 담을 수 있도록 단련하여 목걸이를 제조할 수 있습니다.
ITEM_20150717_005738	성직자로서 많은 후학들에게 도움을 주고자 했던 메이번이 만든 목걸이입니다. 시련과 시험을 넘어서 더 나은 신앙의 단계에 도달하는데 큰 도움이 됩니다.
ITEM_20150717_005739	보코르의 역사는 무척 오래 되었고 먼 고대의 지식들은 당대의 마스터가 아니면 아는 사람이 적습니다. 이 목걸이를 만들어낸 방식이나 이것을 착용하고 해야 할 의식이 무엇인지는 일반인들에게 알려져 있지 않습니다.
ITEM_20150717_005740	강력한 보코르가 사용할 경우 이 목걸이는 잊혀진 영혼을 강력한 존재의 방해 가운데도 불러낼 수 있다고 합니다. 다만 그러한 목적의 의식에 사용하지 않을 때도 착용자에게 도움이 되는 능력을 지니고 있습니다. 
ITEM_20150717_005741	목걸이가 지닌 외양을 따라 명명되었습니다. 이 모양으로 제조된 목걸이 가운데는 비밀 장소의 열쇠로 사용되는 것도 있다고는 합니다.
ITEM_20150717_005742	목걸이가 지닌 외양을 따라 명명되었습니다. 이 모양으로 제조된 목걸이 가운데는 비밀 장소의 열쇠로 사용되는 것도 있다고는 합니다. 다만 목걸이가 더 특별하다고 그 장소도 더 특별한 것은 아닐 수 있습니다.
ITEM_20150717_005743	초대 세이지 마스터가 최초로 만들었다는 전승이 내려옵니다. 
ITEM_20150717_005744	Long ago, when one magician's attempt to come back to the world as an Undead failed, only the magic remained in his bones. Other magicians used these bones to make the objects with magical power in them and this is one of their results
ITEM_20150717_005745	Misfortune is said to follow this necklace but that is not true. Focus on the strenth it give its wearer. 
ITEM_20150717_005746	케파는 몬스터로 변하기 전 작물로 재배되던 시절에도 체력 향상에 도움이 된다고 여겨졌습니다.
ITEM_20150717_005747	땅밑의 어둠 속에서 일하는 광부들의 필요성에 의해 만들어진 이래 다양한 직종의 사람들이 이 목걸이의 혜택을 받았습니다. 물론 가장 처음 만들어진 곳은 클라페다 지역입니다.
ITEM_20150717_005748	이 목걸이는 전주인의 최후 순간까지 같이 하며 주인을 지켰습니다. 새로운 주인은 최후가 아니라 언제나 목걸이의 수호력을 받을 수 있기를 바랍니다.
ITEM_20150717_005749	신수의 날 이후 새로 출현한 몬스터에게서 끌어낼 수 있는 많은 능력이 새로 알려지고 그에 맞춰 새로운 물품도 계속 제조되고 있습니다. 이것도 그러한 물품 가운데 하나입니다.
ITEM_20150717_005750	다툼을 즐기지 않으시는 제미나 여신의 성총이 담긴 물건입니다. 착용자에게 놀라운 보호력을 제공하지만, 공격 시에는 큰 단점을 보여줍니다.
ITEM_20150717_005751	클라페다에서는 예전부터 공예품이 제조되었습니다. 페디미안은 과거의 은공예에서 다양한 형태와 소재로 변화했지만, 클라페다는 항상 수정과 연관되어 있습니다.
ITEM_20150717_005752	가벼운 나무 재질로 만들어져 평범하다고 여길 수 있지만, 이 세계에서 나무는 종종 평범하지 않은 경우가 꽤 있습니다.
ITEM_20150717_005753	부베들이 이런 장비를 사용하는 것은 그들의 배후에 강력한 존재가 있다는 증거입니다. 어떤 사람들은 미르티스가 그 배후라고 생각합니다.
ITEM_20150717_005754	The people who've equipped it before said their Spirit goes up. As a result, it is true that their resistance to Magic increases.
ITEM_20150717_005755	여럿이 모여 하나의 효과를 냅니다. 공연히 분리하여 사용하려 하지 마십시오.
ITEM_20150717_005756	귀족가문의 양식이 신수의 날 이후 세상에 널리 알려지고 있습니다.
ITEM_20150717_005757	이 명칭이 붙은 물품들은 대삼림 지대에서 최초로 제조되거나 고안된 것들이 많습니다. 대삼림 지대의 피난처는 여러 상황에서 다양한 종류의 사람들이 모일 기회가 적지 않았습니다.
ITEM_20150717_005758	클라페다는 광업이 유명하지만 그 광업을 기반으로 하는 여러 생산품도 많이 제조됩니다.
ITEM_20150717_005759	협곡지대에는 실전된 기술이나 사라진 양식이 재발견되곤 합니다. 그러한 재발견은 이렇게 새로운 물품으로 재현됩니다.
ITEM_20150717_005760	이 팔찌에 마력을 담기 위해 많은 보석이 소비재로 사용됩니다.
ITEM_20150717_005761	표면의 무늬를 나타내기 위해 마력을 담은 은소재를 사용합니다. 
ITEM_20150717_005762	일반적으로 진주에는 마력을 담기 어렵기 때문에 이런 팔찌의 진주는 대개 장식용입니다. 다만 유라테 여신의 권능을 담거나 은총이 깃든 진주라면 이야기는 전혀 다릅니다.
ITEM_20150717_005763	룬문자는 여신과 직접 소통해온 사제들도 아직 많은 부분을 알지 못합니다. 하지만 현재까지 알려진 것만으로도 많은 능력을 깃들게 할 수 있습니다.
ITEM_20150717_005764	이 팔찌의 기원은 리디아 샤펜과 그녀가 창단한 조직 샤펜스타까지 이어집니다. 다만 별의 탑에서는 단원이 아닌 사람도 이 팔찌를 사용하는 것에 제약을 두지는 않았습니다.
ITEM_20150717_005765	Goddess Jurate evicted demons living in the sea from her territory. As Merregina roams on land, its use as material is becoming known. 
ITEM_20150717_005766	강한 마족을 연구해 새로운 마법 장비를 만들어내는 일은 신수의 날 이후 더욱 중요한 일이 되었습니다.
ITEM_20150717_005767	이런 이름이 붙은 이유는 구하기 어렵지 않다는 때문이지 성능이 아래라는 뜻은 아닙니다.
ITEM_20150717_005768	약 90여년전 천년제를 즈음하여 왕국에서는 건국왕이신 자카리엘을 기념하는 여러 물품이 제조되었습니다. 당시에 대왕을 기념하여 만들어진 이러한 물건들은 신수의 날 탓에 당시보다 지금 더 그 필요성이 높아지고 있습니다.
ITEM_20150717_005769	Some avoid it for the source of its power but such thoughts are considered a luxury afte Medis Diena.
ITEM_20150717_005770	拉普瑟夫蘑菇
ITEM_20150717_005771	生长于拉普瑟夫身体上的蘑菇，具有惊人的臭味，可从拉普瑟夫处取得.
ITEM_20150717_005772	团队任务报酬宝箱
ITEM_20150717_005773	右键打开获得随机奖励.
ITEM_20150717_005774	将装备放置于铁砧上敲打使其提升性能，可从杂货商人处购入；点击右键使用.
ITEM_20150717_005775	火焰领主 卡片
ITEM_20150717_005776	非常坚固，需要用特殊工具进行加工。可从拉姆熊处取得.
ITEM_20150717_005777	泰拉蛹装饰
ITEM_20150717_005778	泰拉蛹装饰 
ITEM_20150717_005779	베요 부츠끈
ITEM_20150717_005780	하루갈 뼈
ITEM_20150717_005781	엘마 머리카락
ITEM_20150717_005782	호헨 가죽
ITEM_20150717_005783	하루갈 가죽
ITEM_20150717_005784	米诺斯之骨
ITEM_20150717_005785	大型链条
ITEM_20150717_005786	看起来很难切断的链条. 可从스타울리트取得.
ITEM_20150717_005787	哥布林护符
ITEM_20150717_005788	无法得知哥布林对这个护符灌注了何种意义，然而唯一可知的是这个护符并没有什么卵用.
ITEM_20150717_005789	땅을 파는데에 적합한 형태를 가지고 있습니다.
ITEM_20150717_005790	红宝石
ITEM_20150717_005791	闪着红光的珍贵宝石.
ITEM_20150717_005792	被推断为클라페다 杂货商人的父亲的部分衣服，可以看出衣服上用了高质量的刺绣.
ITEM_20150717_005793	拉姆熊的爪
ITEM_20150717_005794	在被石化的都市 贝尔克提的广场出没的拉姆熊的爪子
ITEM_20150717_005795	止咳药
ITEM_20150717_005796	帕尔留斯生前制作完成的抗魔印章，可以弱化魔族的力量.
ITEM_20150717_005797	Velheider 兑换券
ITEM_20150717_005798	在促销店里可以兑换Velheider.
ITEM_20150717_005799	张 交换券
ITEM_20150717_005800	在促销店里可以交换 张.
ITEM_20150717_005801	石化检测机的驱动核心
ITEM_20150717_005802	크리오맨서 코스타스托付的石化检测机驱动核心，已故障.
ITEM_20150717_005803	古老的油瓶
ITEM_20150717_005804	王陵的译者（占卜师？）的宿舍中点灯用，里面有油.
ITEM_20150717_005805	检测机零件
ITEM_20150717_005806	石化检测机的零件.
ITEM_20150717_005807	细绳
ITEM_20150717_005808	将零件牢牢固定住的细绳.
ITEM_20150717_005809	毒草
ITEM_20150717_005810	能让所有生命都走一次鬼门关的毒草.
ITEM_20150717_005811	终端核心
ITEM_20150717_005812	灵魂集中装置中作为终端的核心.
ITEM_20150717_005813	쉬트리가일라给予的火药粉.
ITEM_20150717_005814	石化物的粉末
ITEM_20150717_005815	从石化物体上刮下来的粉末.
ITEM_20150717_005816	石化怪物的固体晶核
ITEM_20150717_005817	从被石化的怪物处取得的固体晶核.
ITEM_20150717_005818	用灵魂集中装置核心做成的精髓，将灵魂集中装置破坏后以其作为材料做成宝石，宝石生成后，收集其他材料制作雷管.
ITEM_20150717_005819	雷管
ITEM_20150717_005820	增幅魔法宝石超载用雷管.
ITEM_20150717_005821	쉬트리가일라的宝石
ITEM_20150717_005822	用灵魂集中装置终端核心做成的灵魂精髓与雷管一起做成的魔法宝石，将这个宝石用在灵魂集中装置上的话，会引起灵魂过载使得装置被破坏.
ITEM_20150717_005823	루클리스 部队的印章
ITEM_20150717_005824	루클리스 羊皮纸
ITEM_20150717_005825	王国警卫兵的长矛
ITEM_20150717_005826	王国警卫兵使用的长矛
ITEM_20150717_005827	王国警卫兵的长刀
ITEM_20150717_005828	王国警卫兵穿过的防具
ITEM_20150717_005829	炸弹
ITEM_20150717_005830	为了守护驻地而制作的防止怪物袭击用炸弹
ITEM_20150729_005831	신수의 날 초기에는 인기가 없었으나 몬스터 가운데 강한 방어력을 지닌 것들이 발견됨에 따라 재평가되고 있습니다.
ITEM_20150729_005832	신수의 날 이후 실전에서도 많이 쓰이지만, 그전에는 장식과 수집용 검의 성격이 짙었습니다.
ITEM_20150729_005833	윈터스푼 가문은 신수의 날이라는 초유의 사태를 맞아 모든 알케미스트에게 이검의 제조법을 공개했습니다.
ITEM_20150729_005834	나무 베는 도끼라고 비하하는 사람도 있지만, 사용자들은 이 검이 없었다면 신수의 날에 더 엄청난 피해를 가져왔을 것이라고 말합니다.
ITEM_20150729_005835	이미 마법사인 사람들이 군에 지원하면 지급되던 장비입니다. 신수의 날 이후에 절차는 없어졌어도 수량은 많이 남았습니다.
ITEM_20150729_005836	마법사들은 신수의 날 이후 출현한 몬스터에게서 새로운 사실들을 발견해 이용하곤 합니다.
ITEM_20150729_005837	신수의 날 이후 늘어난 마족 탓에 이 로드의 수요가 커져 원래 고가인 가격이 더 높아졌습니다.
ITEM_20150729_005838	예전부터 이 활은 사냥꾼들이 애용하던 활이었며, 신수의 날 이후 쓸모가 더 많아졌습니다.
ITEM_20150729_005839	사냥꾼들이 사용하던 활이 전투를 위해 강력하게 개량된 형태입니다.
ITEM_20150729_005840	신수의 날 이후 고급활의 수요가 늘어나자 이 활이 많이 제조되고 있습니다.
ITEM_20150729_005841	이상하게 들릴지 모르지만, 신수의 날 이전에는 사냥꾼들은 이 활을 잘 사용하지 않았습니다. 짐승을 잡으면 포획물이 너무 손상이 심했기 때문입니다.
