QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150714_007840	수도원으로 들어가면 기도실부터 먼저 확보하도록 하지요.{nl}준비되시면 바로 출발하겠습니다.
QUEST_LV_0200_20150714_007841	전당은 확보했으니 쉬지 말고 갑시다.{nl}민츠님은 몬스터가 추격해올지도 모르니 뒤를 맡아 주시지요.
QUEST_LV_0200_20150714_007842	여기서부턴 쉽지 않아 보이는군요.{nl}복도에 몬스터가 가득 몰려 있으니 각자 조심합시다.
QUEST_LV_0200_20150714_007843	원장님을 구하려고 조급하게 움직이다 이꼴이군요...{nl}몸을 추스리는대로 이동할테니 먼저 가십시오.
QUEST_LV_0200_20150714_007844	결계 두 개를 연달아 해제하니 늙은 몸이 버티질 못하는군요.{nl}자. 이제 기도실로 가 볼까요?
QUEST_LV_0200_20150714_007845	자. 어느 정도 정리 되었고 하니..{nl}이제 수도원장님을 나오시게 하는 일만 남았습니다.
QUEST_LV_0200_20150714_007846	간신히 수도원장님을 구할 수 있게 되었습니다.{nl}고생 많으셨습니다.
QUEST_LV_0200_20150714_007847	기도실은 오직 수정구를 통해 신성력으로만 열 수 있습니다.{nl}모하임이 그 수정구를 담당하고 있지요. 아마 응접실 쪽에 있을 거라 생각합니다만.
QUEST_LV_0200_20150714_007848	안에서 열지 않는 이상 수정구 없이 기도실을 여는 건 절대로 불가능합니다.{nl}기도실에 계신 원장님께서 이 난리통을 아실 리는 절대 없고요.
QUEST_LV_0200_20150714_007849	수정구 말입니까?{nl}도저히 가지고 나올 수가 없어서 수도원 안쪽에 숨겨놨었어요.
QUEST_LV_0200_20150714_007850	수도원을 되찾은 건 좋지만 언제 다 정리할지...
QUEST_LV_0200_20150714_007851	중요한 물건이니까 제일 먼저 상자에 넣었던 기억이 나요. {nl}응접실 안쪽에요. 찾으면 바로 거스님께 가져다 주세요.
QUEST_LV_0200_20150714_007852	전 여길 지켜야 해서 같이 가 드릴 수가 없네요.{nl}상자는 몇 개 없으니 금방 찾으실 겁니다.{nl}
QUEST_LV_0200_20150714_007853	네. 바로 그게 수정구예요.{nl}어서 거스님께 가져다 주세요.
QUEST_LV_0200_20150714_007854	수도원장
QUEST_LV_0200_20150714_007855	수도원에 닥친 위기를 해결해 주셔서 감사합니다.{nl}그대에게 여신의 가호가 함께하고 있음이 느껴지는군요.
QUEST_LV_0200_20150714_007856	찾아오셨군요. 곧 수도원장님께서 나오실 겁니다.{nl}여기서 잠시 기다려 주시지요.
QUEST_LV_0200_20150714_007857	수도원은 왜 이 모양이고 자네들은 왜 다들 모여있는겐가?{nl}그리고 당신은.. 아무래도 제게 용건이 있으신 것 같군요.
QUEST_LV_0200_20150714_007858	이 분이 우리 틸라 수도원의 원장님이십니다.
QUEST_LV_0200_20150714_007859	간신히 여기까지 왔으니 좋은 결과를 바랄 뿐이오.
QUEST_LV_0200_20150714_007860	에보니폰에 대한 보호선언을 철회해 달라는 말씀이로군요.{nl}그걸 위해 이렇게까지.. {nl}
QUEST_LV_0200_20150714_007861	알겠습니다. 일단 선임 수도사님들과 논의해 보겠습니다.{nl}그때까지 잠시 기다려 주실 수 있겠습니까?
QUEST_LV_0200_20150714_007862	일단 여기서 그들의 결정을 기다리는 게 좋겠소.{nl}만약 보호가 철회되지 않으면 그 때는 어찌해야할지도 고민해야겠군.
QUEST_LV_0200_20150714_007863	논의가 끝난 듯이 보이는 군요.{nl}가서 결론을 들어 봅시다.
QUEST_LV_0200_20150714_007864	아직 논의가 끝나지 않았습니다.{nl}헌터분들과 함께 기다려 주시지요.
QUEST_LV_0200_20150714_007865	선임 수도사들과 논의한 결과.. {nl}에보니폰에게 내렸던 보호 선언을 철회하기로 했습니다.{nl}
QUEST_LV_0200_20150714_007866	이후, 에보니폰은 틸라 수도원의 보호를 받을 수 없으며 즉시 떠날 것을 요구합니다.{nl}그리고 다른 이들이 그에게 죄를 묻는 것에 관여치 않을 것입니다.
QUEST_LV_0200_20150714_007867	앞으로의 여정에 여신께서 함께 하길 빌겠소.
QUEST_LV_0200_20150714_007868	허나 추방과는 별개로, 수도원을 어지럽힌 그 자의 행위는 용서할 수 없습니다.{nl}아직 수도원 어딘가에 숨어있을 것이니 그를 찾아야 합니다.
QUEST_LV_0200_20150714_007869	그 편지 하나 때문에 수도원을 이 지경까지 어지럽힌 자입니다. {nl}부디 조심하십시오.
QUEST_LV_0200_20150714_007870	교활한 녀석 같으니.. {nl}어차피 여긴 헌터들이 포위하고 있으니 곧 잡힐 거요.{nl}
QUEST_LV_0200_20150714_007871	계시자께서 도왔기에 망정이지 아마 이렇게까지 따라잡긴 힘들었을 거요.{nl}정말 고생 많으셨소. 앞으로의 여정에 여신께서 함께 하길 빌겠소.
QUEST_LV_0200_20150714_007872	계시자님이 아니었다면 상황이 호전되지 못했을겁니다.
QUEST_LV_0200_20150714_007873	예전에 책에서 읽은 적이 있습니다. {nl}어떤 냄새는 몬스터들을 끌어당기는 힘을 가지고 있다고요.{nl}
QUEST_LV_0200_20150714_007874	에보니폰이 그 덩어리를 들여왔을 때 알아챘어야 했는데 그게 그렇게 크게..{nl}저희도 보이는 족족 없애는 중입니다만, 계시자님께서도 힘을 보태주셨으면 합니다.{nl}
QUEST_LV_0200_20150714_007875	냄새로 몬스터를 유인하는 것이니 그저 부수기만 해선 소용이 없을 겁니다.{nl}이 물약으로 덩어리를 없애 주세요.
QUEST_LV_0200_20150714_007876	제가 본 것은 손바닥만했는데 언제 그렇게 크게 만들었는지 모르겠습니다.{nl}다 제 불찰이지요..
QUEST_LV_0200_20150714_007877	이 몬스터들을 전부 몰아내는데 얼마나 오래 걸릴지..{nl}지금부터 시작이군요.
QUEST_LV_0200_20150714_007878	덕분에 수도원은 되찾을 수 있었지만 보시다시피 아직도 몬스터 소굴입니다.{nl}부디 조금만 더 도와주실 수 있을까요?
QUEST_LV_0200_20150714_007879	가장 문제인 녀석들은 수도원 내부에 있는 주황 코왁들입니다.{nl}수도원에 쳐들어 왔던 녀석들 중 가장 난폭하고 사나운 녀석들이죠.
QUEST_LV_0200_20150714_007880	이녀석들이 아직 실내에 남아 있습니다.{nl}녀석들을 포함해서 몬스터들을 소탕해 주세요.
QUEST_LV_0200_20150714_007881	더 이상 몬스터가 늘어나진 않을 겁니다.{nl}하지만 완전히 없애려면 꽤 많은 시간이 필요하겠지요.
QUEST_LV_0200_20150714_007882	수도원을 되찾은 것만으로도 여신께서 돌보아주신 겁니다.{nl}아직도 많은 성지들이 몬스터로 가득하지 않습니까.
QUEST_LV_0200_20150714_007883	완전히 엉망이에요. {nl}몬스터들이 수도원을 있는대로 휘젓고 다니는 통에 책이 사방에 흩어졌네요.{nl}
QUEST_LV_0200_20150714_007884	이 책들을 언제 다 모아서 다시 분류할지.. {nl}혹시 경전을 줍게 되신다면 가져다 주실 수 있을까요?
QUEST_LV_0200_20150714_007885	굳이 무리하지 않으셔도 돼요.{nl}제가 모으면 되니까요. 이 많은 경전들을요..
QUEST_LV_0200_20150714_007886	감사합니다.{nl}언젠가는 정리를 다 끝낼 수 있겠죠?
QUEST_LV_0200_20150714_007887	구역 안정화
QUEST_LV_0200_20150714_007888	Notice/아이언바움을 처치하세요!/5
QUEST_LV_0200_20150714_007889	장작 쌓는 중
QUEST_LV_0200_20150714_007890	Notice/불길한 가이갈라스를 처치하세요!/5
QUEST_LV_0200_20150714_007891	이 도시에 대해
QUEST_LV_0200_20150714_007892	도울 이유는 없다고 한다
QUEST_LV_0200_20150714_007893	석화서리 저주에 대해
QUEST_LV_0200_20150714_007894	상대할 수 있다고 한다
QUEST_LV_0200_20150714_007895	안전한 시간을 기다리는 것이 좋겠다고 한다
QUEST_LV_0200_20150714_007896	장물을 가져 오겠다고 한다
QUEST_LV_0200_20150714_007897	도둑질은 거절한다
QUEST_LV_0200_20150714_007898	디코 도굴단에 대해
QUEST_LV_0200_20150714_007899	석화서리를 피하는 방법
QUEST_LV_0200_20150714_007900	도울 수 없다고 한다
QUEST_LV_0200_20150714_007901	아직 때가 아니라고 한다
QUEST_LV_0200_20150714_007902	대신 몬스터를 처리 해 줄 수 있다고 한다
QUEST_LV_0200_20150714_007903	힘내라고 다독인다
QUEST_LV_0200_20150714_007904	칼리스 기사단에 대해
QUEST_LV_0200_20150714_007905	코스타스에 대해
QUEST_LV_0200_20150714_007906	대신 유품을 거두어 주곘다고 한다
QUEST_LV_0200_20150714_007907	왕국군과 칼리스 기사단에 대해
QUEST_LV_0200_20150714_007908	회복의 기회(1)
QUEST_LV_0200_20150714_007909	응당 돕겠다고 한다
QUEST_LV_0200_20150714_007910	실트의 증표에 대해
QUEST_LV_0200_20150714_007911	회복의 기회(2)
QUEST_LV_0200_20150714_007912	실험해 보곘다고 한다
QUEST_LV_0200_20150714_007913	더 이상 도울 수 없다고 한다
QUEST_LV_0200_20150714_007914	석화의 연구에 대해
QUEST_LV_0200_20150714_007915	회복의 기회(3)
QUEST_LV_0200_20150714_007916	석화 탐지기를 구해 오곘다고 한다
QUEST_LV_0200_20150714_007917	연구가 잘 되길 빌어 준다
QUEST_LV_0200_20150714_007918	적의 적은 몬스터(1)
QUEST_LV_0200_20150714_007919	도와주겠다만 믿기지 않는다고 한다
QUEST_LV_0200_20150714_007920	적의 적은 몬스터(2)
QUEST_LV_0200_20150714_007921	잘 처리하겠다고 한다
QUEST_LV_0200_20150714_007922	발을 빼겠다고 한다
QUEST_LV_0200_20150714_007923	지원에 대해
QUEST_LV_0200_20150714_007924	시간 때우기
QUEST_LV_0200_20150714_007925	금방 구해오겠다고 한다
QUEST_LV_0200_20150714_007926	사비나에 대해
QUEST_LV_0200_20150714_007927	진실에 대해
QUEST_LV_0200_20150714_007928	위험한 일은 하지 않겠다고 한다
QUEST_LV_0200_20150714_007929	사비나가 말하는 위험에 대해
QUEST_LV_0200_20150714_007930	여기서 손을 떼겠다고 한다
QUEST_LV_0200_20150714_007931	제안을 수락한다고 한다
QUEST_LV_0200_20150714_007932	위험한 거래에 대해
QUEST_LV_0200_20150714_007933	위험한 일은 하고 싶지 않다고 한다
QUEST_LV_0200_20150714_007934	이만 위험하니 그만두겠다고 한다
QUEST_LV_0200_20150714_007935	이런 일을 해도 괜찮은지에 대해
QUEST_LV_0200_20150714_007936	기록물에 대해
QUEST_LV_0200_20150714_007937	무엇을 도우면 될 지 묻는다
QUEST_LV_0200_20150714_007938	위험할 것 같으니 이만 가겠다고 한다
QUEST_LV_0200_20150714_007939	어떻게 하면 되는지 방법을 묻는다
QUEST_LV_0200_20150714_007940	모아올 수 있다고 한다
QUEST_LV_0200_20150714_007941	과거의 도시에 대해
QUEST_LV_0200_20150714_007942	쓸떼없는 일은 거절하겠다고 한다
QUEST_LV_0200_20150714_007943	몬스터 처치를 돕겠다고 한다
QUEST_LV_0200_20150714_007944	석화서리의 저주에 대해
QUEST_LV_0200_20150714_007945	왠지 꺼림칙하니 거절하자
QUEST_LV_0200_20150714_007946	불을 피우고 오겠다고 한다
QUEST_LV_0200_20150714_007947	석화의 저주에 대해
QUEST_LV_0200_20150714_007948	가져 오겠다고 한다
QUEST_LV_0200_20150714_007949	Notice/다행히 벌집은 온전한 것 같습니다#5
QUEST_LV_0200_20150714_007950	Notice/도르젠이 가져오라고 한 벌꿀술을 찾았습니다#5
QUEST_LV_0200_20150714_007951	제단을 살펴보는 중
QUEST_LV_0200_20150714_007952	가동시키는 중
QUEST_LV_0200_20150714_007953	봉인탑 정화 중
QUEST_LV_0200_20150714_007954	Notice/허수아비를 설치해 보았지만 몬스터는 별다른 반응이 없어 보입니다#5
QUEST_LV_0200_20150714_007955	여신의 힘을 부여하는 중
QUEST_LV_0200_20150714_007956	Notice/!/릴리야가 숨을 거두었습니다{nl}그녀의 무덤을 만들어 주세요#5
QUEST_LV_0200_20150714_007957	식량무지를 뒤지는 중
QUEST_LV_0200_20150714_007958	Notice/!/식량더미에서 음식 찌꺼기를 구했습니다!{nl}이것을 V키를 이용해 몬스터에게 던진 뒤 처치하세요!#5
QUEST_LV_0200_20150714_007959	불을 붙이는 중
QUEST_LV_0200_20150714_007960	Notice/수정 핵을 찾아 파괴하였습니다!{nl}오염원이 사라집니다!#5
QUEST_LV_0200_20150714_007961	Notice/!/상자 안에서 사악한 기운이 쏟아져 나와 몬스터에게 스며들었습니다{nl}상자 주변에서 몬스터들을 처치하여 사악한 기운을 다시 상자에 넣어주세요#7
QUEST_LV_0200_20150714_007962	제단에 기도 하는 중
QUEST_LV_0200_20150714_007963	Notice/!/테트라옥스가 이미 영혼을 먹어치운 뒤입니다{nl}테트라옥스를 처치하세요!#3
QUEST_LV_0200_20150714_007964	Notice/!/몬스터를 처치하여 차가운 체액을 구해 제단에 뿌려야 합니다!#5
QUEST_LV_0200_20150714_007965	Notice/!/축복은 커녕 성소가 오염된 것 같습니다#5
QUEST_LV_0200_20150714_007966	Notice/!/여신상은 가짜였습니다! 스파나스혼을 처치하세요!#5
QUEST_LV_0200_20150714_007967	Notice/!/여신상은 아무런 반응도 보이지 않고 있습니다{nl}제작자인 샤울레이 서쪽 숲의 조각가 테슬라를 찾아가세요#3
QUEST_LV_0200_20150714_007968	Notice/!/여신상의 받침대에 심한 균열이 보입니다{nl}먼저 조각가 테슬라가 가르쳐 준 재료를 구하세요#3
QUEST_LV_0200_20150714_007969	Notice/성소가 정화되었습니다#3
QUEST_LV_0200_20150714_007970	물 뜨는 중
QUEST_LV_0200_20150714_007971	Notice/!/경배를 드리자 여신상이 공격받기 시작했습니다!{nl}여신상을 옥죄는 가시덩굴을 없애고 사방에서 몰려드는 몬스터로부터 여신상을 지키세요!#6
QUEST_LV_0200_20150714_007972	성소의 일을 설명 하는 중
QUEST_LV_0200_20150714_007973	Notice/순례자를 노리던 아이언바움을 물리쳤습니다! 이제 성소에서 축복을 받을 수 있습니다#3
QUEST_LV_0200_20150714_007974	Notice/위타스가 숨을 거두었습니다{nl}그의 무덤을 만들어 주세요#5
QUEST_LV_0200_20150714_007975	Notice/!/발견된 액자엔 찢어진 그림의 일부분만 남아 있습니다{nl}주변의 몬스터에게서 나머지 그림을 찾아 보세요#5
QUEST_LV_0200_20150714_007976	Notice/!/상자는 잠겨 있습니다{nl}주변의 몬스터를 사냥해 열쇠를 구해 보세요!#5
QUEST_LV_0200_20150714_007977	Notice/상자 안에서 낡은 손수건을 찾았습니다#5
QUEST_LV_0200_20150714_007978	항아리 구하는 중
QUEST_LV_0200_20150714_007979	Notice/영혼 소환 성서가 완성되었습니다/5
QUEST_LV_0200_20150714_007980	Notice/장치 안에서 물방울 모양의 보석이 나왔습니다#3
QUEST_LV_0200_20150714_007981	Notice/나크티스의 부하에게서 동그란 모양의 보석을 되찾았습니다#3
QUEST_LV_0200_20150714_007982	확인 중/#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_007983	Notice/메이번의 열쇠를 획득했습니다!
QUEST_LV_0200_20150714_007984	확인 중/LOOK_SIT/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_007985	신표를 끼워넣는 중/#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_007986	약 회수 중/#SITGROPESET2/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_007987	기계 장치 살피는 중
QUEST_LV_0200_20150714_007988	제자 라이어스의 사정
QUEST_LV_0200_20150714_007989	나라도 괜찮다면 연구를 돕겠다고 한다
QUEST_LV_0200_20150714_007990	위로하고 자리를 떠난다
QUEST_LV_0200_20150714_007991	조합하는 중/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_007992	스승이 남긴 것
QUEST_LV_0200_20150714_007993	영기를 모아오겠다고 한다
QUEST_LV_0200_20150714_007994	이제부터는 알아서 하라고 한다
QUEST_LV_0200_20150714_007995	스승의 연구에 대해
QUEST_LV_0200_20150714_007996	지혜의 인도
QUEST_LV_0200_20150714_007997	지혜의 인도석을 구해 오겠다고 한다
QUEST_LV_0200_20150714_007998	제자 호네스의 사정
QUEST_LV_0200_20150714_007999	라이어스의 이야기를 전하는 중/TALK/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008000	무슨 말인지 자세히 알려달라고 한다
QUEST_LV_0200_20150714_008001	위험한 탐색 준비(1)
QUEST_LV_0200_20150714_008002	무엇을 도우면 되냐고 묻는다
QUEST_LV_0200_20150714_008003	다른 사람을 알아보라고 한다
QUEST_LV_0200_20150714_008004	위험한 탐색 준비(2)
QUEST_LV_0200_20150714_008005	어쩔 수 없다며 포기한다
QUEST_LV_0200_20150714_008006	제자 라이어스의 속마음
QUEST_LV_0200_20150714_008007	그 간의 일을 이야기 해 준다
QUEST_LV_0200_20150714_008008	대답하지 않는다
QUEST_LV_0200_20150714_008009	그 간의 일을 이야기하는 중/TALK/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008010	계약의 공간마석(1)
QUEST_LV_0200_20150714_008011	계약의 공간마석(2)
QUEST_LV_0200_20150714_008012	안치 중/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008013	공간마석 투입 중/ABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008014	약속의 공간마석(1)
QUEST_LV_0200_20150714_008015	약속의 공간마석(2)
QUEST_LV_0200_20150714_008016	파괴하는 중/ABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008017	제물의 공간마석(1)
QUEST_LV_0200_20150714_008018	제물의 공간마석(2)
QUEST_LV_0200_20150714_008019	완성된 공간마석
QUEST_LV_0200_20150714_008020	공간마석 융합 중/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008021	스승의 숨겨진 공간
QUEST_LV_0200_20150714_008022	공간마석 사용 중/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008023	스승이 남긴 물건
QUEST_LV_0200_20150714_008024	유산 확인 중/READ/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008025	전하고 싶은 말(1)
QUEST_LV_0200_20150714_008026	전하고 싶은 말(2)
QUEST_LV_0200_20150714_008027	헤메는 영혼과 대화한 것을 말해준다
QUEST_LV_0200_20150714_008028	이만 자리를 떠난다
QUEST_LV_0200_20150714_008029	Notice/!/위험한 기운이 느껴집니다!{nl}큐폴 비타에게 돌아가서 상황을 전해주세요#5
QUEST_LV_0200_20150714_008030	전하고 싶은 말(3)
QUEST_LV_0200_20150714_008031	침묵의 항아리를 파괴하러 간다
QUEST_LV_0200_20150714_008032	위험해보이니 그만두겠다고 한다
QUEST_LV_0200_20150714_008033	영혼의 소멸에 대해
QUEST_LV_0200_20150714_008034	눈치도 빠르지
QUEST_LV_0200_20150714_008035	파괴하는 중/KICKBOX/0.5/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008036	자유의 몸이 아냐(1)
QUEST_LV_0200_20150714_008037	다시 영혼을 찾아보겠다고 한다
QUEST_LV_0200_20150714_008038	자유의 몸이 아냐(2)
QUEST_LV_0200_20150714_008039	정화가루로 태워버리겠다고 한다
QUEST_LV_0200_20150714_008040	자신의 과오는 스스로 해결하라고 한다
QUEST_LV_0200_20150714_008041	유골 쌓는 중
QUEST_LV_0200_20150714_008042	자유로 한걸음
QUEST_LV_0200_20150714_008043	걱정말고 맡겨달라고 한다
QUEST_LV_0200_20150714_008044	운명의 실타래, 그리고 방황(1)
QUEST_LV_0200_20150714_008045	관찰 중/LOOK/1/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008046	탁본 재료를 주위에서 구해 보자
QUEST_LV_0200_20150714_008047	Notice/전리품 주머니 안에서 탁본을 뜰 만한 적당한 재료들을 찾았습니다#5
QUEST_LV_0200_20150714_008048	운명의 실타래, 그리고 방황(2)
QUEST_LV_0200_20150714_008049	탁본 중/GROPE/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008050	왕도보다 오래 가는 성벽(1)
QUEST_LV_0200_20150714_008051	비석 살펴 보는 중/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008052	Notice/!/몬스터들의 습격입니다!{nl}일단 몬스터를 물리쳐야 탁본이 가능할 것 같습니다!#5
QUEST_LV_0200_20150714_008053	왕도보다 오래 가는 성벽(2)
QUEST_LV_0200_20150714_008054	탁본 뜨는 중/GROPE/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008055	도와 줄 사람?
QUEST_LV_0200_20150714_008056	제안을 받아들인다
QUEST_LV_0200_20150714_008057	케파를 먹는 법(1)
QUEST_LV_0200_20150714_008058	여기에서 하는 일에 대해
QUEST_LV_0200_20150714_008059	케파를 먹는 법(2)
QUEST_LV_0200_20150714_008060	첫 번째 비문(1)
QUEST_LV_0200_20150714_008061	Notice/!/흙더미 안에 무언가 들어있는 채로 단단하게 굳어있습니다{nl}주변 재료들을 활용하여 망치를 만드세요!#7
QUEST_LV_0200_20150714_008062	Notice/!/흙더미를 깨려면 망치가 필요합니다!#5
QUEST_LV_0200_20150714_008063	Notice/흙더미를 파헤치자 뒤집어진 비석이 나타났습니다!#5
QUEST_LV_0200_20150714_008064	첫 번째 비문(2)
QUEST_LV_0200_20150714_008065	비석을 살펴 보는 중/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008066	Notice/!/비문이 적힌 부분이 땅을 향해 있습니다{nl}비석을 읽을 수 있도록 뒤집으세요#5
QUEST_LV_0200_20150714_008067	비문 읽기/SITREAD/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008068	두 번째 비문(1)
QUEST_LV_0200_20150714_008069	Notice/!/비석은 밑둥만 남은 채 부숴져 있습니다{nl}주변의 미노스에게서 비석 조각을 찾을 수 있지 않을까요?#5
QUEST_LV_0200_20150714_008070	Notice/!/비석 조각을 찾아와야 합니다!#5
QUEST_LV_0200_20150714_008071	Notice/!/접착제 없이는 복원이 힘들 것 같습니다{nl}접착제에 대하여는 클라페다 대장장이에게 문의해 보세요!#5
QUEST_LV_0200_20150714_008072	두 번째 비문(2)
QUEST_LV_0200_20150714_008073	두 번째 비문(3)
QUEST_LV_0200_20150714_008074	이해했다고 한다
QUEST_LV_0200_20150714_008075	다른 방법을 찾겠다고 한다
QUEST_LV_0200_20150714_008076	Notice/!/대장장이의 조언대로 접착제를 만드세요#5
QUEST_LV_0200_20150714_008077	두 번째 비문(4)
QUEST_LV_0200_20150714_008078	비석을 붙이는 중/CAMPFIRE_LOOP/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008079	Notice/비석을 성공적으로 복원하였습니다!#5
QUEST_LV_0200_20150714_008080	두 번째 비문(5)
QUEST_LV_0200_20150714_008081	비문을 읽는 중/READ/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008082	세 번째 비문(1)
QUEST_LV_0200_20150714_008083	덩굴을 헤쳐보는 중/GROPE/2/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008084	Notice/!/덩굴이 너무 억세 되려 손만 다쳤습니다{nl}차라리 덩굴을 태워버릴 방법을 찾아 보세요#5
QUEST_LV_0200_20150714_008085	Notice/!/태우기 전에 함부로 만지지 마세요!#5
QUEST_LV_0200_20150714_008086	세 번째 비문(2)
QUEST_LV_0200_20150714_008087	덩굴에 불 붙이는 중/FIRE/3/TRACK_BEFORE/None
QUEST_LV_0200_20150714_008088	비문 읽는 중/READ/3/TRACK_AFTER/None
QUEST_LV_0200_20150714_008089	비석의 이야기를 알 만한 사람..?
QUEST_LV_0200_20150714_008090	Notice/비석의 내용을 모아 둘 필요가 있어 보입니다{nl}클라페다의 바이보라의 날개를 찾아가서 물어 보세요#5
QUEST_LV_0200_20150714_008091	또 다른 비석(1)
QUEST_LV_0200_20150714_008092	우측으로 가서 당겨 본다
QUEST_LV_0200_20150714_008093	Notice/!/우측으로 가서 레버를 순서대로 당겨야 합니다#5
QUEST_LV_0200_20150714_008094	Notice/!/레버를 당기세요#5
QUEST_LV_0200_20150714_008095	또 다른 비석(2)
QUEST_LV_0200_20150714_008096	기름 냄새
QUEST_LV_0200_20150714_008097	방법은 이것 뿐
QUEST_LV_0200_20150714_008098	연구하고 있는 것에 대해
QUEST_LV_0200_20150714_008099	돌탑 봉인
QUEST_LV_0200_20150714_008100	이동해 본다
QUEST_LV_0200_20150714_008101	Notice/!/건드려선 안될 것을 건드린 것 같습니다!{nl}봉인되어 있던 아콘을 처치하세요!#10
QUEST_LV_0200_20150714_008102	탐색되는게 있냐고 묻는다.
QUEST_LV_0200_20150714_008103	조금있다가 다시 말을 건다.
QUEST_LV_0200_20150714_008104	시선 끌기(1)
QUEST_LV_0200_20150714_008105	무슨 재료가 필요한지 묻는다.
QUEST_LV_0200_20150714_008106	알아서 구하라고 한다.
QUEST_LV_0200_20150714_008107	시선 끌기(2)
QUEST_LV_0200_20150714_008108	물약을 가지고 오겠다고 한다.
QUEST_LV_0200_20150714_008109	나중에 하겠다고 한다.
QUEST_LV_0200_20150714_008110	시선 끌기(3)
QUEST_LV_0200_20150714_008111	설치하러 간다.
QUEST_LV_0200_20150714_008112	하지 않겠다고 한다.
QUEST_LV_0200_20150714_008113	시선 끌기(4)
QUEST_LV_0200_20150714_008114	준비 됐다고 한다.
QUEST_LV_0200_20150714_008115	아직 안됐다고 한다.
QUEST_LV_0200_20150714_008116	대화 중
QUEST_LV_0200_20150714_008117	운수 나쁜 날
QUEST_LV_0200_20150714_008118	틸라 수도원의 고난
QUEST_LV_0200_20150714_008119	도울 수 있는 데까지 돕겠다고 한다
QUEST_LV_0200_20150714_008120	아직 몸이 다 낫지 않았다고 한다
QUEST_LV_0200_20150714_008121	에보니폰에 대해
QUEST_LV_0200_20150714_008122	구호활동 보조
QUEST_LV_0200_20150714_008123	헌터들에게 물어보겠다고 한다
QUEST_LV_0200_20150714_008124	안타깝지만 방법을 모르겠다고 한다
QUEST_LV_0200_20150714_008125	수도원의 상황에 대해
QUEST_LV_0200_20150714_008126	증거를 찾아서
QUEST_LV_0200_20150714_008127	헌터 레이나에게 가보겠다고 한다
QUEST_LV_0200_20150714_008128	함정 수색
QUEST_LV_0200_20150714_008129	함정을 찾을 방법이 없느냐고 묻는다
QUEST_LV_0200_20150714_008130	마비가 풀릴 때까지 기다린다
QUEST_LV_0200_20150714_008131	함정의 주인을 아는 방법에 대해
QUEST_LV_0200_20150714_008132	협조를 위한 첫걸음
QUEST_LV_0200_20150714_008133	포토스에게 함정을 전해 주러 간다
QUEST_LV_0200_20150714_008134	소중한 경전
QUEST_LV_0200_20150714_008135	위험을 하나라도 줄여보기
QUEST_LV_0200_20150714_008136	그런 일이라면 맡겨 달라고 한다
QUEST_LV_0200_20150714_008137	가끔은 뒤를 돌아보자
QUEST_LV_0200_20150714_008138	기꺼이 도와주겠다고 한다
QUEST_LV_0200_20150714_008139	바쁘다며 거절한다
QUEST_LV_0200_20150714_008140	화살촉 만들기
QUEST_LV_0200_20150714_008141	무슨 일인지 들어 보자
QUEST_LV_0200_20150714_008142	더 이상 주변에 볼일은 없다며 거절한다
QUEST_LV_0200_20150714_008143	듬직한 파트너
QUEST_LV_0200_20150714_008144	도와줄 수 있는 게 있는지 묻는다
QUEST_LV_0200_20150714_008145	어서 동료들에게 돌아가라고 한다
QUEST_LV_0200_20150714_008146	절대 안돼
QUEST_LV_0200_20150714_008147	마르코를 설득해 보겠다고 한다
QUEST_LV_0200_20150714_008148	포기하자고 한다
QUEST_LV_0200_20150714_008149	모두들 준비 되었나?
QUEST_LV_0200_20150714_008150	전하고 오겠다고 한다
QUEST_LV_0200_20150714_008151	모르는 독(1)
QUEST_LV_0200_20150714_008152	빠르게 다녀 오겠다고 한다
QUEST_LV_0200_20150714_008153	도시로 옮기는 것이 좋겠다고 한다
QUEST_LV_0200_20150714_008154	모르는 독(2)
QUEST_LV_0200_20150714_008155	모르는 독(3)
QUEST_LV_0200_20150714_008156	마지막 재료가 하나 더
